order_id,order_code,customer_id,order_datetime,status
38,ORD-2024-000038,16112,2024-04-01 15:31:27,Paid
39,ORD-2025-000039,1518,2025-07-03 03:44:02,Paid
40,ORD-2024-000040,13,2024-02-16 12:29:38,Shipped
41,ORD-2025-000041,17007,2025-01-13 03:02:38,Paid
42,ORD-2025-000042,5741,2025-03-10 10:01:01,Paid
43,ORD-2025-000043,13887,2025-01-30 05:56:21,Paid
44,ORD-2025-000044,9383,2025-07-22 11:29:49,Delivered
45,ORD-2024-000045,14665,2024-11-21 15:01:22,Delivered
46,ORD-2024-000046,14779,2024-03-31 11:51:58,Paid
47,ORD-2024-000047,17728,2024-06-14 08:06:13,Pending
48,ORD-2025-000048,17221,2025-04-05 09:29:10,Paid
49,ORD-2024-000049,3341,2024-01-16 05:56:34,Paid
50,ORD-2024-000050,10692,2024-11-02 05:48:42,Cancelled
51,ORD-2025-000051,18441,2025-04-12 14:26:17,Delivered
52,ORD-2024-000052,8763,2024-03-18 22:20:17,Pending
53,ORD-2024-000053,11221,2024-04-23 16:19:19,Paid
54,ORD-2024-000054,8703,2024-07-19 14:38:33,Pending
55,ORD-2025-000055,9774,2025-04-19 01:26:05,Paid
56,ORD-2024-000056,14200,2024-08-18 03:53:38,Paid
57,ORD-2024-000057,2728,2024-02-27 16:41:53,Paid
58,ORD-2025-000058,16693,2025-03-28 14:57:50,Shipped
59,ORD-2024-000059,9825,2024-01-13 01:06:36,Shipped
60,ORD-2024-000060,5049,2024-10-15 17:03:56,Shipped
61,ORD-2024-000061,519,2024-04-08 19:34:22,Delivered
62,ORD-2025-000062,13467,2025-01-10 17:16:43,Delivered
63,ORD-2024-000063,3888,2024-04-15 10:20:19,Delivered
64,ORD-2024-000064,17808,2024-05-22 00:09:20,Shipped
65,ORD-2024-000065,9153,2024-08-29 09:56:32,Delivered
66,ORD-2025-000066,15460,2025-04-19 03:30:58,Paid
67,ORD-2024-000067,13440,2024-05-27 10:08:27,Paid
68,ORD-2025-000068,1595,2025-05-03 12:59:10,Delivered
69,ORD-2024-000069,8220,2024-06-01 16:41:57,Delivered
70,ORD-2024-000070,3268,2024-10-28 12:45:27,Delivered
71,ORD-2025-000071,3864,2025-04-13 18:41:35,Paid
72,ORD-2024-000072,4392,2024-02-06 19:37:45,Paid
73,ORD-2024-000073,12804,2024-01-31 01:21:16,Shipped
74,ORD-2024-000074,8763,2024-07-17 04:52:29,Paid
75,ORD-2025-000075,11884,2025-07-01 06:18:47,Paid
76,ORD-2024-000076,3454,2024-11-22 20:33:56,Delivered
77,ORD-2025-000077,9677,2025-04-08 06:56:16,Shipped
78,ORD-2025-000078,14076,2025-02-07 22:53:09,Paid
79,ORD-2025-000079,7838,2025-07-13 12:21:33,Cancelled
80,ORD-2024-000080,15521,2024-04-08 04:16:12,Paid
81,ORD-2025-000081,9948,2025-03-10 11:20:39,Delivered
82,ORD-2025-000082,2737,2025-04-23 08:39:33,Shipped
83,ORD-2024-000083,3523,2024-08-05 15:40:05,Paid
84,ORD-2024-000084,4818,2024-06-07 10:26:30,Delivered
85,ORD-2024-000085,10703,2024-02-23 17:07:48,Paid
86,ORD-2024-000086,19417,2024-12-12 04:33:11,Paid
87,ORD-2024-000087,8639,2024-02-06 04:39:08,Paid
88,ORD-2024-000088,18617,2024-10-13 10:39:27,Shipped
89,ORD-2024-000089,9084,2024-04-12 04:48:05,Paid
90,ORD-2024-000090,3233,2024-04-17 12:07:04,Delivered
91,ORD-2024-000091,19607,2024-09-14 01:38:01,Delivered
92,ORD-2025-000092,5173,2025-06-20 21:18:15,Shipped
93,ORD-2024-000093,18392,2024-04-19 00:15:40,Shipped
94,ORD-2024-000094,4189,2024-01-14 21:34:19,Shipped
95,ORD-2024-000095,12649,2024-10-04 15:45:43,Delivered
96,ORD-2024-000096,5565,2024-01-27 01:15:55,Pending
97,ORD-2025-000097,1076,2025-05-09 03:20:20,Paid
98,ORD-2024-000098,16803,2024-02-22 06:00:51,Delivered
99,ORD-2024-000099,2732,2024-09-04 16:48:38,Paid
100,ORD-2024-000100,7976,2024-02-26 06:13:53,Paid
101,ORD-2025-000101,19181,2025-02-28 03:57:19,Paid
102,ORD-2024-000102,17181,2024-02-04 12:53:11,Delivered
103,ORD-2025-000103,17805,2025-07-26 12:19:07,Delivered
104,ORD-2024-000104,9329,2024-04-10 14:53:00,Delivered
105,ORD-2024-000105,5792,2024-09-22 08:08:52,Paid
106,ORD-2025-000106,11142,2025-06-16 04:02:46,Shipped
107,ORD-2024-000107,13037,2024-03-01 07:51:38,Delivered
108,ORD-2024-000108,8234,2024-11-20 00:17:53,Delivered
109,ORD-2024-000109,10393,2024-01-24 12:16:02,Delivered
110,ORD-2025-000110,4190,2025-03-20 21:54:20,Pending
111,ORD-2025-000111,18541,2025-05-29 09:31:08,Paid
112,ORD-2025-000112,13528,2025-03-28 13:55:18,Pending
113,ORD-2024-000113,6470,2024-02-26 02:49:14,Paid
114,ORD-2025-000114,11761,2025-05-11 15:21:37,Paid
115,ORD-2024-000115,15059,2024-07-18 18:36:59,Delivered
116,ORD-2025-000116,15398,2025-07-19 14:45:49,Paid
117,ORD-2025-000117,5587,2025-07-24 22:06:15,Delivered
118,ORD-2024-000118,11954,2024-12-21 13:11:11,Paid
119,ORD-2025-000119,13771,2025-02-24 09:39:55,Paid
120,ORD-2025-000120,14449,2025-08-05 16:55:52,Shipped
121,ORD-2024-000121,14546,2024-08-28 23:11:57,Shipped
122,ORD-2025-000122,14218,2025-01-08 13:41:05,Pending
123,ORD-2025-000123,7254,2025-06-26 09:54:07,Paid
124,ORD-2025-000124,6922,2025-08-28 19:14:59,Shipped
125,ORD-2025-000125,8647,2025-01-12 17:14:19,Paid
126,ORD-2024-000126,12377,2024-01-09 18:46:53,Paid
127,ORD-2024-000127,10931,2024-04-21 05:49:16,Delivered
128,ORD-2024-000128,384,2024-06-06 08:15:38,Shipped
129,ORD-2025-000129,12981,2025-08-08 11:18:54,Delivered
130,ORD-2025-000130,19712,2025-05-27 15:06:19,Delivered
131,ORD-2025-000131,15106,2025-01-22 01:11:27,Delivered
132,ORD-2024-000132,19722,2024-09-10 22:59:15,Paid
133,ORD-2024-000133,9208,2024-07-13 15:30:34,Paid
134,ORD-2024-000134,4858,2024-11-30 16:28:12,Delivered
135,ORD-2025-000135,15707,2025-08-09 03:19:01,Delivered
136,ORD-2024-000136,13801,2024-06-15 08:46:39,Paid
137,ORD-2025-000137,10828,2025-03-28 21:54:20,Delivered
138,ORD-2024-000138,9329,2024-06-12 00:40:50,Paid
139,ORD-2025-000139,18793,2025-01-20 14:48:59,Paid
140,ORD-2024-000140,14000,2024-02-01 12:19:30,Delivered
141,ORD-2024-000141,1534,2024-08-02 23:51:04,Delivered
142,ORD-2024-000142,8167,2024-03-28 15:17:31,Paid
143,ORD-2024-000143,17261,2024-08-01 17:24:24,Delivered
144,ORD-2024-000144,7078,2024-11-17 13:14:09,Paid
145,ORD-2025-000145,6163,2025-02-07 21:02:32,Shipped
146,ORD-2024-000146,10594,2024-09-01 22:57:12,Delivered
147,ORD-2025-000147,18963,2025-04-30 06:40:30,Paid
148,ORD-2024-000148,5657,2024-02-28 00:07:17,Delivered
149,ORD-2024-000149,19467,2024-08-04 00:36:06,Delivered
150,ORD-2024-000150,535,2024-02-02 05:23:59,Delivered
151,ORD-2024-000151,14028,2024-08-06 07:31:51,Shipped
152,ORD-2024-000152,16813,2024-08-28 00:44:35,Delivered
153,ORD-2025-000153,15559,2025-03-14 02:26:55,Pending
154,ORD-2024-000154,16425,2024-04-15 13:00:30,Paid
155,ORD-2024-000155,12165,2024-05-27 12:20:14,Pending
156,ORD-2024-000156,7047,2024-07-25 22:17:20,Paid
157,ORD-2024-000157,14647,2024-04-19 10:05:29,Delivered
158,ORD-2025-000158,6750,2025-05-03 16:46:15,Paid
159,ORD-2024-000159,7279,2024-03-25 16:17:01,Shipped
160,ORD-2025-000160,13743,2025-05-23 18:53:14,Shipped
161,ORD-2024-000161,17972,2024-10-13 08:45:03,Delivered
162,ORD-2025-000162,17469,2025-06-15 15:52:10,Paid
163,ORD-2025-000163,6909,2025-01-04 01:17:40,Paid
164,ORD-2025-000164,18106,2025-07-08 18:04:48,Pending
165,ORD-2025-000165,11942,2025-01-01 18:26:12,Shipped
166,ORD-2024-000166,3241,2024-01-29 02:21:03,Paid
167,ORD-2024-000167,3497,2024-07-30 13:03:50,Delivered
168,ORD-2025-000168,18842,2025-02-23 04:32:04,Delivered
169,ORD-2025-000169,8500,2025-02-08 05:23:12,Shipped
170,ORD-2025-000170,14562,2025-08-10 08:43:03,Paid
171,ORD-2025-000171,16692,2025-06-27 13:02:47,Delivered
172,ORD-2024-000172,15793,2024-03-08 17:42:21,Paid
173,ORD-2025-000173,836,2025-07-15 02:05:11,Paid
174,ORD-2024-000174,5259,2024-12-15 21:59:00,Paid
175,ORD-2025-000175,5262,2025-04-30 21:03:47,Delivered
176,ORD-2024-000176,19715,2024-01-06 05:23:32,Paid
177,ORD-2025-000177,766,2025-03-17 19:27:44,Delivered
178,ORD-2025-000178,9616,2025-01-25 10:04:57,Delivered
179,ORD-2024-000179,886,2024-09-23 11:48:09,Shipped
180,ORD-2025-000180,15284,2025-05-20 21:31:57,Cancelled
181,ORD-2024-000181,13792,2024-03-17 20:50:04,Delivered
182,ORD-2025-000182,6894,2025-05-13 08:35:41,Delivered
183,ORD-2024-000183,17442,2024-04-05 21:54:35,Paid
184,ORD-2024-000184,1198,2024-10-30 02:16:33,Cancelled
185,ORD-2024-000185,13896,2024-08-28 16:09:51,Shipped
186,ORD-2024-000186,19995,2024-09-05 20:35:26,Paid
187,ORD-2025-000187,18730,2025-07-11 21:29:24,Delivered
188,ORD-2024-000188,1897,2024-09-27 16:38:31,Shipped
189,ORD-2024-000189,19201,2024-01-29 20:14:38,Paid
190,ORD-2025-000190,3333,2025-03-03 10:22:17,Paid
191,ORD-2024-000191,3809,2024-08-01 19:09:30,Shipped
192,ORD-2024-000192,18247,2024-01-23 01:36:27,Paid
193,ORD-2024-000193,1695,2024-02-19 18:06:23,Paid
194,ORD-2024-000194,14868,2024-01-28 06:23:29,Paid
195,ORD-2024-000195,13132,2024-09-17 04:55:59,Delivered
196,ORD-2024-000196,1210,2024-04-19 03:06:48,Shipped
197,ORD-2025-000197,11118,2025-02-05 04:43:20,Delivered
198,ORD-2025-000198,12591,2025-02-06 12:10:47,Delivered
199,ORD-2025-000199,4955,2025-06-19 10:49:01,Paid
200,ORD-2025-000200,15624,2025-01-17 14:22:51,Shipped
201,ORD-2025-000201,4324,2025-06-19 05:04:02,Paid
202,ORD-2024-000202,11354,2024-06-20 23:27:33,Paid
203,ORD-2025-000203,12140,2025-03-10 00:19:13,Paid
204,ORD-2025-000204,7938,2025-07-20 02:37:19,Shipped
205,ORD-2024-000205,15365,2024-05-07 15:42:42,Shipped
206,ORD-2025-000206,15867,2025-03-10 22:37:03,Paid
207,ORD-2025-000207,7705,2025-06-05 09:54:50,Paid
208,ORD-2025-000208,6528,2025-04-18 08:41:00,Paid
209,ORD-2024-000209,12426,2024-04-19 15:13:58,Cancelled
210,ORD-2025-000210,4777,2025-02-11 04:16:47,Paid
211,ORD-2025-000211,18293,2025-01-21 12:49:25,Paid
212,ORD-2025-000212,10810,2025-02-20 05:58:07,Paid
213,ORD-2024-000213,6917,2024-01-04 20:00:35,Shipped
214,ORD-2024-000214,2943,2024-01-22 13:24:01,Shipped
215,ORD-2024-000215,6880,2024-02-04 03:20:30,Shipped
216,ORD-2024-000216,16013,2024-11-07 03:25:32,Shipped
217,ORD-2025-000217,5423,2025-03-13 04:35:44,Paid
218,ORD-2024-000218,18727,2024-03-13 09:47:04,Delivered
219,ORD-2024-000219,6086,2024-02-21 04:28:09,Delivered
220,ORD-2024-000220,9462,2024-12-22 11:09:56,Paid
221,ORD-2024-000221,11804,2024-11-09 22:04:36,Paid
222,ORD-2025-000222,13477,2025-01-02 12:22:10,Shipped
223,ORD-2024-000223,14223,2024-09-20 20:06:33,Paid
224,ORD-2025-000224,14929,2025-01-05 03:12:49,Shipped
225,ORD-2024-000225,18675,2024-03-25 08:42:18,Paid
226,ORD-2025-000226,11135,2025-04-24 22:23:43,Pending
227,ORD-2024-000227,14896,2024-07-21 02:54:13,Paid
228,ORD-2025-000228,4412,2025-08-28 06:59:48,Cancelled
229,ORD-2024-000229,12179,2024-01-28 16:05:43,Paid
230,ORD-2024-000230,11579,2024-06-25 12:25:15,Pending
231,ORD-2024-000231,1256,2024-08-08 15:39:14,Paid
232,ORD-2024-000232,13169,2024-10-03 00:08:59,Paid
233,ORD-2025-000233,19389,2025-01-22 10:43:44,Paid
234,ORD-2025-000234,8688,2025-07-21 16:50:49,Shipped
235,ORD-2025-000235,3049,2025-01-31 11:49:58,Shipped
236,ORD-2025-000236,9783,2025-07-11 10:49:38,Paid
237,ORD-2025-000237,18890,2025-02-15 22:28:32,Delivered
238,ORD-2024-000238,435,2024-01-19 01:24:41,Paid
239,ORD-2024-000239,13567,2024-11-17 02:22:19,Delivered
240,ORD-2025-000240,15698,2025-04-23 07:14:21,Paid
241,ORD-2024-000241,80,2024-06-07 15:47:55,Delivered
242,ORD-2025-000242,9159,2025-02-18 18:34:12,Shipped
243,ORD-2025-000243,18411,2025-02-15 08:48:50,Paid
244,ORD-2025-000244,27,2025-02-25 17:09:32,Shipped
245,ORD-2024-000245,1050,2024-04-15 23:54:18,Paid
246,ORD-2025-000246,9801,2025-07-29 08:58:58,Shipped
247,ORD-2024-000247,15909,2024-09-26 23:39:20,Delivered
248,ORD-2024-000248,19262,2024-09-02 08:18:51,Shipped
249,ORD-2024-000249,5106,2024-05-31 05:11:41,Paid
250,ORD-2024-000250,10070,2024-05-31 02:31:28,Delivered
251,ORD-2024-000251,4693,2024-04-14 00:40:39,Delivered
252,ORD-2024-000252,6373,2024-04-12 22:45:12,Delivered
253,ORD-2024-000253,15208,2024-07-20 13:23:03,Paid
254,ORD-2024-000254,12257,2024-12-03 17:12:28,Delivered
255,ORD-2024-000255,6332,2024-11-23 11:45:50,Shipped
256,ORD-2025-000256,3035,2025-07-01 11:09:03,Paid
257,ORD-2024-000257,5533,2024-11-08 20:20:27,Shipped
258,ORD-2024-000258,8009,2024-01-14 19:02:44,Paid
259,ORD-2025-000259,16907,2025-03-18 15:42:24,Delivered
260,ORD-2024-000260,4543,2024-10-07 15:33:20,Paid
261,ORD-2025-000261,9785,2025-01-27 18:34:32,Shipped
262,ORD-2024-000262,14479,2024-09-23 19:14:46,Shipped
263,ORD-2025-000263,16666,2025-06-16 14:03:02,Delivered
264,ORD-2024-000264,17584,2024-02-24 19:11:13,Shipped
265,ORD-2024-000265,520,2024-01-19 21:04:21,Pending
266,ORD-2025-000266,4939,2025-03-04 11:54:07,Shipped
267,ORD-2025-000267,18553,2025-03-17 18:07:21,Shipped
268,ORD-2024-000268,2401,2024-05-27 05:51:43,Paid
269,ORD-2024-000269,10996,2024-06-07 09:13:58,Paid
270,ORD-2024-000270,401,2024-05-02 17:50:30,Cancelled
271,ORD-2025-000271,16457,2025-06-06 16:28:14,Paid
272,ORD-2024-000272,14166,2024-02-18 02:44:24,Paid
273,ORD-2025-000273,17270,2025-06-12 22:07:09,Shipped
274,ORD-2025-000274,11063,2025-08-16 23:25:22,Paid
275,ORD-2024-000275,18514,2024-10-30 14:36:46,Shipped
276,ORD-2025-000276,7597,2025-02-04 05:38:53,Paid
277,ORD-2024-000277,13781,2024-06-12 04:16:14,Shipped
278,ORD-2024-000278,15374,2024-01-11 06:55:24,Shipped
279,ORD-2024-000279,9532,2024-02-01 18:00:52,Delivered
280,ORD-2024-000280,18963,2024-05-20 19:06:09,Paid
281,ORD-2024-000281,1785,2024-10-06 06:50:07,Delivered
282,ORD-2024-000282,6086,2024-11-10 19:22:42,Delivered
283,ORD-2025-000283,12447,2025-04-14 19:38:10,Paid
284,ORD-2025-000284,13366,2025-02-02 02:49:32,Delivered
285,ORD-2024-000285,13669,2024-09-08 10:08:38,Delivered
286,ORD-2025-000286,17315,2025-07-01 08:01:46,Delivered
287,ORD-2025-000287,6263,2025-05-03 20:36:41,Delivered
288,ORD-2025-000288,19345,2025-03-18 11:40:43,Shipped
289,ORD-2025-000289,17049,2025-01-26 16:37:20,Shipped
290,ORD-2024-000290,19727,2024-09-21 20:13:34,Delivered
291,ORD-2024-000291,18017,2024-07-19 14:23:40,Paid
292,ORD-2024-000292,7947,2024-03-31 07:30:17,Delivered
293,ORD-2025-000293,185,2025-08-27 06:44:49,Paid
294,ORD-2024-000294,5418,2024-11-11 01:36:55,Paid
295,ORD-2024-000295,5422,2024-09-13 05:58:52,Delivered
296,ORD-2025-000296,520,2025-06-23 15:59:16,Paid
297,ORD-2024-000297,68,2024-12-01 06:25:21,Delivered
298,ORD-2024-000298,10005,2024-11-11 03:38:40,Paid
299,ORD-2024-000299,2182,2024-05-23 13:14:47,Paid
300,ORD-2024-000300,4563,2024-09-22 10:05:51,Paid
301,ORD-2024-000301,6515,2024-03-19 08:13:34,Pending
302,ORD-2024-000302,7260,2024-10-03 05:33:27,Cancelled
303,ORD-2025-000303,19021,2025-04-29 16:34:52,Pending
304,ORD-2024-000304,2211,2024-07-31 00:37:57,Delivered
305,ORD-2025-000305,12962,2025-06-01 08:53:02,Paid
306,ORD-2024-000306,16203,2024-06-16 19:25:23,Delivered
307,ORD-2025-000307,9406,2025-03-18 09:39:27,Paid
308,ORD-2024-000308,19590,2024-02-29 16:17:20,Paid
309,ORD-2025-000309,780,2025-01-21 11:50:34,Delivered
310,ORD-2025-000310,1308,2025-06-28 16:15:37,Paid
311,ORD-2024-000311,12628,2024-11-03 02:18:53,Cancelled
312,ORD-2024-000312,8590,2024-01-18 17:24:18,Paid
313,ORD-2024-000313,10474,2024-03-24 22:20:10,Delivered
314,ORD-2024-000314,13737,2024-07-18 07:59:42,Paid
315,ORD-2025-000315,14706,2025-01-27 01:25:56,Pending
316,ORD-2024-000316,15221,2024-05-31 19:22:45,Delivered
317,ORD-2024-000317,215,2024-01-09 08:57:29,Paid
318,ORD-2024-000318,6864,2024-07-13 20:52:52,Paid
319,ORD-2024-000319,15331,2024-09-21 17:51:46,Shipped
320,ORD-2025-000320,4961,2025-01-29 10:26:24,Paid
321,ORD-2025-000321,2967,2025-02-08 10:04:50,Shipped
322,ORD-2024-000322,16750,2024-03-18 09:25:06,Shipped
323,ORD-2025-000323,9407,2025-05-15 17:14:06,Paid
324,ORD-2025-000324,4360,2025-04-09 02:53:21,Delivered
325,ORD-2024-000325,8384,2024-02-05 00:58:43,Paid
326,ORD-2024-000326,2192,2024-05-04 05:20:26,Paid
327,ORD-2024-000327,3026,2024-05-11 08:40:28,Delivered
328,ORD-2025-000328,14974,2025-02-24 22:44:56,Shipped
329,ORD-2024-000329,12077,2024-02-15 11:21:50,Paid
330,ORD-2025-000330,12772,2025-01-19 02:45:56,Paid
331,ORD-2025-000331,2178,2025-02-13 03:29:07,Paid
332,ORD-2024-000332,17883,2024-08-30 15:27:23,Paid
333,ORD-2024-000333,7003,2024-08-09 22:46:25,Shipped
334,ORD-2024-000334,3210,2024-07-28 12:36:45,Shipped
335,ORD-2024-000335,2133,2024-08-08 05:21:13,Delivered
336,ORD-2025-000336,6608,2025-08-03 19:02:40,Paid
337,ORD-2024-000337,7464,2024-01-11 21:12:40,Delivered
338,ORD-2025-000338,2934,2025-03-31 00:15:07,Pending
339,ORD-2024-000339,7992,2024-05-01 15:00:04,Paid
340,ORD-2025-000340,16590,2025-06-15 12:49:11,Paid
341,ORD-2024-000341,8001,2024-09-01 18:42:38,Delivered
342,ORD-2024-000342,8395,2024-02-08 23:01:00,Shipped
343,ORD-2025-000343,18944,2025-07-15 14:55:45,Delivered
344,ORD-2024-000344,12001,2024-02-27 02:13:08,Delivered
345,ORD-2024-000345,5166,2024-06-22 18:09:46,Paid
346,ORD-2025-000346,14507,2025-01-05 23:16:00,Paid
347,ORD-2025-000347,16452,2025-08-09 19:31:31,Paid
348,ORD-2025-000348,13474,2025-02-10 12:07:37,Paid
349,ORD-2025-000349,17322,2025-07-15 08:48:30,Delivered
350,ORD-2024-000350,473,2024-04-22 03:09:00,Cancelled
351,ORD-2024-000351,1783,2024-07-09 10:33:39,Shipped
352,ORD-2024-000352,3738,2024-03-30 09:29:38,Pending
353,ORD-2024-000353,1797,2024-11-20 00:23:17,Paid
354,ORD-2024-000354,9370,2024-06-07 04:26:25,Delivered
355,ORD-2024-000355,10975,2024-10-04 01:18:55,Shipped
356,ORD-2024-000356,59,2024-04-06 13:36:10,Paid
357,ORD-2024-000357,5469,2024-04-18 13:39:19,Delivered
358,ORD-2024-000358,1704,2024-12-19 20:07:53,Shipped
359,ORD-2025-000359,6774,2025-05-11 18:52:50,Shipped
360,ORD-2024-000360,700,2024-11-21 20:38:23,Paid
361,ORD-2025-000361,2693,2025-07-31 18:40:59,Shipped
362,ORD-2024-000362,3353,2024-04-16 09:22:12,Delivered
363,ORD-2025-000363,7904,2025-07-24 08:03:32,Paid
364,ORD-2025-000364,15870,2025-01-08 16:25:33,Paid
365,ORD-2024-000365,16286,2024-08-27 16:45:39,Delivered
366,ORD-2025-000366,9572,2025-04-30 10:24:17,Delivered
367,ORD-2024-000367,2572,2024-08-01 09:48:30,Paid
368,ORD-2025-000368,5871,2025-06-16 02:02:58,Delivered
369,ORD-2025-000369,17262,2025-06-26 23:02:36,Shipped
370,ORD-2025-000370,35,2025-05-06 17:51:04,Paid
371,ORD-2024-000371,16581,2024-07-04 23:24:40,Paid
372,ORD-2024-000372,6424,2024-07-12 08:58:12,Shipped
373,ORD-2025-000373,16508,2025-05-22 03:39:02,Delivered
374,ORD-2025-000374,1261,2025-06-14 15:13:18,Pending
375,ORD-2024-000375,11650,2024-02-17 05:08:56,Pending
376,ORD-2024-000376,4751,2024-07-20 13:46:58,Paid
377,ORD-2025-000377,19641,2025-04-29 04:04:14,Pending
378,ORD-2024-000378,16902,2024-06-21 20:50:32,Shipped
379,ORD-2024-000379,5746,2024-02-26 07:21:51,Delivered
380,ORD-2025-000380,17670,2025-06-09 06:46:27,Paid
381,ORD-2024-000381,2481,2024-07-01 08:08:00,Shipped
382,ORD-2024-000382,11422,2024-10-16 20:38:47,Shipped
383,ORD-2024-000383,5261,2024-10-02 00:53:20,Paid
384,ORD-2024-000384,8299,2024-09-23 23:02:31,Shipped
385,ORD-2024-000385,525,2024-04-13 14:03:25,Delivered
386,ORD-2024-000386,19255,2024-02-27 17:55:19,Delivered
387,ORD-2024-000387,12705,2024-12-13 10:27:16,Delivered
388,ORD-2025-000388,5108,2025-04-29 11:12:57,Delivered
389,ORD-2025-000389,2842,2025-08-20 06:02:37,Paid
390,ORD-2024-000390,14452,2024-11-25 14:38:59,Delivered
391,ORD-2024-000391,13900,2024-10-30 00:28:07,Delivered
392,ORD-2024-000392,18507,2024-10-13 13:43:35,Paid
393,ORD-2025-000393,15678,2025-04-08 10:28:42,Paid
394,ORD-2025-000394,18885,2025-03-02 02:53:46,Delivered
395,ORD-2024-000395,2812,2024-05-22 19:32:10,Paid
396,ORD-2024-000396,10747,2024-10-13 19:30:53,Shipped
397,ORD-2024-000397,2738,2024-12-24 20:36:25,Delivered
398,ORD-2024-000398,845,2024-03-01 23:29:17,Shipped
399,ORD-2024-000399,17125,2024-12-01 12:50:53,Shipped
400,ORD-2025-000400,6742,2025-01-11 14:23:12,Delivered
401,ORD-2024-000401,7442,2024-12-26 00:29:46,Paid
402,ORD-2025-000402,11083,2025-08-25 08:25:37,Pending
403,ORD-2024-000403,17012,2024-08-28 21:32:12,Paid
404,ORD-2025-000404,8747,2025-05-29 06:24:23,Shipped
405,ORD-2025-000405,3874,2025-06-23 21:41:47,Paid
406,ORD-2025-000406,8330,2025-07-17 02:55:35,Delivered
407,ORD-2024-000407,14729,2024-09-11 17:25:07,Paid
408,ORD-2024-000408,3900,2024-04-21 00:11:13,Paid
409,ORD-2025-000409,19274,2025-05-25 12:16:24,Delivered
410,ORD-2024-000410,13130,2024-10-11 14:05:15,Delivered
411,ORD-2024-000411,8100,2024-09-07 10:48:51,Delivered
412,ORD-2025-000412,1044,2025-03-18 04:02:48,Shipped
413,ORD-2025-000413,6816,2025-06-17 15:33:37,Delivered
414,ORD-2024-000414,201,2024-12-06 04:46:32,Shipped
415,ORD-2024-000415,11973,2024-08-24 17:13:22,Paid
416,ORD-2024-000416,4425,2024-06-20 19:43:00,Paid
417,ORD-2025-000417,2508,2025-07-20 20:13:34,Delivered
418,ORD-2024-000418,1744,2024-07-11 20:44:41,Paid
419,ORD-2024-000419,3904,2024-10-10 22:36:40,Pending
420,ORD-2025-000420,2793,2025-06-09 20:16:52,Paid
421,ORD-2024-000421,10927,2024-10-28 01:00:45,Delivered
422,ORD-2025-000422,583,2025-07-27 20:50:06,Shipped
423,ORD-2024-000423,3203,2024-10-30 02:42:40,Shipped
424,ORD-2025-000424,16165,2025-04-04 03:40:19,Shipped
425,ORD-2024-000425,8505,2024-05-17 03:55:01,Paid
426,ORD-2024-000426,19793,2024-12-18 22:03:21,Delivered
427,ORD-2024-000427,1291,2024-08-06 14:42:01,Delivered
428,ORD-2024-000428,16545,2024-06-20 20:12:55,Shipped
429,ORD-2025-000429,3980,2025-02-26 15:43:20,Paid
