payment_id,order_id,method,amount,paid_at,status
191,191,NetBanking,120624.32,2024-08-02 17:09:30,Captured
192,192,UPI,136067.57,2024-01-24 22:36:27,Captured
193,193,Card,78835.8,2024-02-22 04:06:23,Captured
194,194,Card,0.0,,Failed
195,195,UPI,57729.14,,Authorized
196,196,NetBanking,87943.04,2024-04-21 03:06:48,Captured
197,197,NetBanking,151314.94,2025-02-07 04:43:20,Refunded
198,198,COD,50955.94,2025-02-08 01:10:47,Captured
199,199,Card,10656.58,2025-06-19 17:49:01,Captured
200,200,COD,61855.6,2025-01-18 02:22:51,Captured
201,201,Card,75445.66,2025-06-19 06:04:02,Captured
202,202,COD,0.0,,Failed
203,203,NetBanking,84117.48,2025-03-10 21:19:13,Captured
204,204,Card,39746.53,2025-07-20 10:37:19,Captured
205,205,COD,49218.51,2024-05-09 22:42:42,Captured
206,206,Card,8562.08,2025-03-13 22:37:03,Captured
207,207,NetBanking,183083.9,2025-06-07 17:54:50,Captured
208,208,COD,26963.0,2025-04-20 01:41:00,Captured
209,209,UPI,68886.04,,Authorized
210,210,UPI,31192.0,2025-02-11 07:16:47,Refunded
211,211,NetBanking,59663.04,2025-01-23 14:49:25,Captured
212,212,NetBanking,32809.9,2025-02-20 17:58:07,Captured
213,213,NetBanking,167700.42,2024-01-06 13:00:35,Captured
214,214,COD,74522.9,2024-01-25 04:24:01,Captured
215,215,NetBanking,34950.42,2024-02-04 22:20:30,Captured
216,216,Card,127853.0,2024-11-07 04:25:32,Captured
217,217,NetBanking,39607.88,2025-03-14 20:35:44,Captured
218,218,Card,52170.16,2024-03-13 14:47:04,Captured
219,219,UPI,53230.98,2024-02-23 20:28:09,Captured
220,220,COD,9706.68,2024-12-24 14:09:56,Captured
221,221,Card,26168.86,2024-11-10 14:04:36,Captured
222,222,COD,43603.48,2025-01-04 11:22:10,Captured
223,223,UPI,56604.6,2024-09-22 11:06:33,Captured
224,224,COD,0.0,,Failed
225,225,NetBanking,259035.02,2024-03-27 05:42:18,Captured
226,226,COD,31701.23,,Authorized
227,227,Card,84688.6,2024-07-24 02:54:13,Captured
228,228,COD,14762.45,,Authorized
229,229,Card,127435.28,2024-01-29 12:05:43,Captured
230,230,UPI,56239.98,,Authorized
231,231,NetBanking,58230.64,2024-08-09 20:39:14,Captured
232,232,UPI,51417.32,2024-10-05 00:08:59,Captured
233,233,UPI,214293.19,2025-01-24 00:43:44,Captured
234,234,COD,11772.86,2025-07-22 01:50:49,Captured
235,235,Card,326188.34,2025-01-31 17:49:58,Captured
236,236,Card,77572.02,2025-07-13 11:49:38,Captured
237,237,COD,171393.05,2025-02-17 14:28:32,Captured
238,238,NetBanking,161957.36,2024-01-22 00:24:41,Captured
239,239,Card,0.0,,Failed
240,240,NetBanking,69662.48,,Authorized
241,241,COD,10105.52,2024-06-10 04:47:55,Captured
242,242,COD,153323.54,2025-02-21 05:34:12,Refunded
243,243,NetBanking,9930.88,2025-02-16 23:48:50,Captured
244,244,COD,21033.32,2025-02-26 19:09:32,Captured
245,245,UPI,98018.47,2024-04-17 21:54:18,Captured
246,246,Card,94009.42,2025-07-29 21:58:58,Captured
247,247,NetBanking,98651.54,2024-09-28 20:39:20,Captured
248,248,UPI,0.0,,Failed
249,249,NetBanking,66825.29,2024-06-01 20:11:41,Captured
250,250,UPI,5204.8,2024-06-01 12:31:28,Captured
251,251,Card,0.0,,Failed
252,252,COD,0.0,,Failed
253,253,COD,79139.06,2024-07-21 08:23:03,Captured
254,254,COD,133572.46,2024-12-05 13:12:28,Captured
255,255,UPI,35965.22,2024-11-24 14:45:50,Captured
256,256,NetBanking,59509.76,2025-07-03 08:09:03,Captured
257,257,UPI,48846.45,2024-11-09 02:20:27,Captured
258,258,COD,144349.4,2024-01-15 07:02:44,Captured
259,259,UPI,0.0,,Failed
260,260,Card,93874.9,2024-10-09 12:33:20,Captured
261,261,UPI,57611.14,2025-01-28 21:34:32,Captured
262,262,COD,159218.58,2024-09-24 06:14:46,Captured
263,263,NetBanking,0.0,,Failed
264,264,UPI,73558.49,2024-02-25 20:11:13,Captured
265,265,UPI,30605.66,,Authorized
266,266,NetBanking,90258.2,2025-03-06 23:54:07,Captured
267,267,UPI,128849.45,,Authorized
268,268,UPI,99595.54,2024-05-27 19:51:43,Refunded
269,269,COD,34558.66,2024-06-07 21:13:58,Captured
270,270,NetBanking,34119.88,,Authorized
271,271,UPI,0.0,,Failed
272,272,COD,154942.26,2024-02-18 11:44:24,Captured
273,273,NetBanking,111136.59,2025-06-14 16:07:09,Captured
274,274,NetBanking,18793.86,2025-08-17 20:25:22,Captured
275,275,COD,67208.26,2024-11-01 10:36:46,Captured
276,276,NetBanking,32632.31,2025-02-06 19:38:53,Captured
277,277,UPI,158532.06,2024-06-15 03:16:14,Captured
278,278,COD,75994.6,2024-01-14 05:55:24,Refunded
279,279,UPI,19962.06,2024-02-02 01:00:52,Captured
280,280,Card,102084.16,,Authorized
281,281,NetBanking,190228.74,,Authorized
282,282,Card,118842.52,2024-11-13 03:22:42,Refunded
283,283,NetBanking,26778.92,2025-04-17 13:38:10,Captured
284,284,COD,80899.62,2025-02-02 14:49:32,Captured
285,285,UPI,0.0,,Failed
286,286,UPI,29327.72,2025-07-03 18:01:46,Captured
287,287,Card,0.0,,Failed
288,288,NetBanking,32844.18,2025-03-20 06:40:43,Captured
289,289,NetBanking,12091.46,2025-01-29 06:37:20,Captured
290,290,Card,112841.04,2024-09-23 10:13:34,Captured
291,291,UPI,131546.4,2024-07-21 17:23:40,Captured
292,292,NetBanking,117876.1,2024-04-02 17:30:17,Captured
293,293,Card,49409.2,,Authorized
294,294,UPI,1682.68,2024-11-12 23:36:55,Captured
295,295,COD,65997.4,2024-09-15 14:58:52,Captured
296,296,COD,56327.3,2025-06-26 10:59:16,Captured
297,297,COD,148009.76,2024-12-01 08:25:21,Captured
298,298,Card,0.0,,Failed
299,299,UPI,76700.0,2024-05-25 00:14:47,Captured
300,300,Card,177239.07,2024-09-22 14:05:51,Captured
301,301,NetBanking,0.0,,Failed
302,302,COD,137885.01,,Authorized
303,303,NetBanking,46523.86,,Authorized
304,304,UPI,265200.28,2024-08-02 17:37:57,Captured
305,305,COD,0.0,,Failed
306,306,NetBanking,91859.46,2024-06-17 15:25:23,Captured
307,307,Card,0.0,,Failed
308,308,UPI,167516.34,2024-03-02 05:17:20,Captured
309,309,COD,243806.59,2025-01-22 11:50:34,Captured
310,310,Card,39841.52,2025-06-29 00:15:37,Captured
311,311,COD,0.0,,Failed
312,312,Card,109836.76,2024-01-20 02:24:18,Captured
313,313,Card,63430.9,2024-03-27 20:20:10,Refunded
314,314,UPI,0.0,,Failed
315,315,COD,33395.18,,Authorized
316,316,NetBanking,91178.6,2024-06-01 18:22:45,Refunded
317,317,UPI,132787.76,2024-01-10 10:57:29,Captured
318,318,UPI,151142.66,2024-07-14 21:52:52,Captured
319,319,Card,24017.72,2024-09-22 15:51:46,Captured
320,320,COD,0.0,,Failed
321,321,COD,161372.43,2025-02-08 19:04:50,Captured
322,322,Card,103088.34,2024-03-19 14:25:06,Captured
323,323,UPI,52213.82,2025-05-18 15:14:06,Captured
324,324,COD,47091.44,2025-04-10 16:53:21,Captured
325,325,UPI,15209.02,2024-02-06 21:58:43,Captured
326,326,COD,84753.32,,Authorized
327,327,COD,118945.18,2024-05-11 12:40:28,Refunded
328,328,Card,0.0,,Failed
329,329,NetBanking,118177.35,2024-02-17 06:21:50,Captured
330,330,UPI,78309.76,2025-01-19 04:45:56,Captured
331,331,Card,0.0,,Failed
332,332,NetBanking,90180.32,2024-08-31 04:27:23,Captured
333,333,Card,8596.3,2024-08-10 05:46:25,Captured
334,334,NetBanking,771.72,2024-07-28 21:36:45,Captured
335,335,Card,122413.32,2024-08-11 05:21:13,Captured
336,336,Card,38886.37,2025-08-04 05:02:40,Captured
337,337,Card,91793.38,2024-01-12 15:12:40,Captured
338,338,UPI,13831.49,,Authorized
339,339,NetBanking,51555.38,2024-05-04 10:00:04,Captured
340,340,UPI,40367.74,2025-06-17 22:49:11,Captured
341,341,Card,182470.24,2024-09-01 23:42:38,Captured
342,342,NetBanking,121065.05,2024-02-11 06:01:00,Captured
343,343,NetBanking,59313.7,2025-07-16 07:55:45,Captured
344,344,NetBanking,75478.7,2024-02-29 14:13:08,Captured
345,345,COD,310058.39,2024-06-23 14:09:46,Captured
346,346,Card,2135.8,2025-01-08 02:16:00,Captured
347,347,UPI,47751.06,2025-08-10 00:31:31,Captured
348,348,Card,227030.82,2025-02-11 22:07:37,Refunded
349,349,COD,97143.5,2025-07-16 02:48:30,Captured
350,350,Card,133015.97,,Authorized
351,351,NetBanking,111375.48,2024-07-12 10:33:39,Captured
352,352,NetBanking,0.0,,Failed
353,353,NetBanking,0.0,,Failed
354,354,UPI,91667.12,2024-06-09 08:26:25,Captured
355,355,COD,118974.68,2024-10-06 15:18:55,Captured
356,356,Card,75435.04,2024-04-07 09:36:10,Captured
357,357,Card,0.0,,Failed
358,358,UPI,55908.75,2024-12-21 16:07:53,Captured
359,359,UPI,78164.08,2025-05-12 11:52:50,Refunded
360,360,Card,0.0,,Failed
361,361,COD,24875.58,2025-08-03 01:40:59,Captured
362,362,Card,35614.76,2024-04-19 07:22:12,Refunded
363,363,NetBanking,107481.48,2025-07-24 19:03:32,Captured
364,364,Card,0.0,,Failed
365,365,COD,42044.58,2024-08-28 15:45:39,Captured
366,366,NetBanking,176466.64,2025-05-01 09:24:17,Captured
367,367,UPI,0.0,,Failed
368,368,NetBanking,0.0,,Failed
369,369,UPI,126325.61,2025-06-27 08:02:36,Captured
370,370,UPI,26860.34,2025-05-07 02:51:04,Captured
371,371,UPI,0.0,,Failed
372,372,Card,124081.07,,Authorized
373,373,COD,234270.24,2025-05-25 01:39:02,Captured
374,374,UPI,0.0,,Failed
375,375,UPI,22786.98,,Authorized
376,376,UPI,15880.44,2024-07-21 14:46:58,Refunded
377,377,UPI,14982.46,,Authorized
378,378,UPI,128946.15,2024-06-24 01:50:32,Captured
379,379,COD,79083.6,2024-02-26 17:21:51,Captured
380,380,Card,77982.66,2025-06-10 18:46:27,Captured
381,381,NetBanking,62320.52,2024-07-03 22:08:00,Captured
382,382,NetBanking,240465.12,,Authorized
383,383,NetBanking,122145.34,2024-10-04 10:53:20,Captured
384,384,NetBanking,52344.8,2024-09-25 09:02:31,Captured
385,385,NetBanking,173670.87,2024-04-14 21:03:25,Captured
386,386,Card,45142.08,2024-02-29 14:55:19,Captured
387,387,UPI,84530.48,2024-12-14 07:27:16,Captured
388,388,COD,49121.04,2025-04-30 02:12:57,Captured
389,389,Card,64786.48,2025-08-20 22:02:37,Captured
390,390,NetBanking,52087.56,2024-11-27 18:38:59,Captured
391,391,UPI,41484.08,2024-10-30 10:28:07,Captured
392,392,Card,37554.09,2024-10-14 06:43:35,Captured
393,393,Card,201170.77,2025-04-09 21:28:42,Captured
394,394,NetBanking,39480.44,2025-03-04 12:53:46,Captured
395,395,COD,117745.12,2024-05-24 16:32:10,Refunded
396,396,NetBanking,104137.36,2024-10-15 17:30:53,Captured
397,397,UPI,85371.76,2024-12-25 18:36:25,Captured
398,398,UPI,67597.6,2024-03-03 05:29:17,Captured
399,399,NetBanking,57668.96,2024-12-02 19:50:53,Captured
400,400,UPI,221763.3,2025-01-13 16:23:12,Captured
401,401,Card,98829.01,2024-12-26 15:29:46,Captured
402,402,Card,38908.14,,Authorized
403,403,NetBanking,141270.78,2024-08-30 23:32:12,Captured
404,404,NetBanking,53549.05,,Authorized
405,405,UPI,0.0,,Failed
406,406,NetBanking,29964.92,2025-07-18 05:55:35,Captured
407,407,NetBanking,27145.9,2024-09-12 21:25:07,Captured
408,408,UPI,9789.28,2024-04-23 17:11:13,Captured
409,409,NetBanking,182334.78,2025-05-27 05:16:24,Captured
410,410,Card,37830.8,2024-10-12 06:05:15,Captured
411,411,Card,5048.04,2024-09-07 12:48:51,Captured
412,412,Card,170225.62,2025-03-19 16:02:48,Captured
413,413,NetBanking,138087.14,2025-06-19 00:33:37,Captured
414,414,COD,37516.92,2024-12-07 20:46:32,Refunded
415,415,NetBanking,7929.6,2024-08-27 06:13:22,Captured
416,416,NetBanking,112389.1,2024-06-21 15:43:00,Captured
417,417,UPI,65872.32,2025-07-22 07:13:34,Captured
418,418,NetBanking,53879.68,2024-07-14 02:44:41,Captured
419,419,NetBanking,159182.0,,Authorized
420,420,UPI,57169.05,2025-06-12 18:16:52,Refunded
421,421,NetBanking,23644.84,2024-10-30 00:00:45,Captured
422,422,Card,60362.43,2025-07-28 22:50:06,Refunded
423,423,UPI,221729.08,2024-11-01 22:42:40,Captured
424,424,Card,170228.22,2025-04-05 05:40:19,Captured
425,425,Card,95224.82,2024-05-17 19:55:01,Captured
426,426,COD,0.0,,Failed
427,427,Card,124015.52,2024-08-06 21:42:01,Captured
428,428,NetBanking,69185.76,2024-06-23 00:12:55,Captured
429,429,Card,48332.8,2025-02-27 19:43:20,Captured
430,430,COD,50328.42,,Authorized
431,431,NetBanking,25432.54,2025-05-21 15:19:28,Captured
432,432,NetBanking,15401.42,2024-11-24 18:32:18,Captured
433,433,Card,235774.15,2025-03-01 23:23:26,Captured
434,434,Card,128332.2,2025-02-28 14:01:14,Refunded
435,435,COD,5796.16,2024-03-07 06:29:15,Captured
436,436,NetBanking,51995.52,2024-03-23 16:54:07,Captured
437,437,UPI,0.0,,Failed
438,438,NetBanking,0.0,,Failed
439,439,NetBanking,23070.18,2025-08-04 22:33:42,Captured
440,440,Card,1272.04,2024-11-26 19:37:06,Captured
441,441,Card,0.0,,Failed
442,442,Card,35089.66,2025-02-10 07:28:29,Captured
443,443,UPI,77132.23,2024-12-24 09:41:12,Captured
444,444,Card,30993.88,2024-09-22 07:18:05,Captured
445,445,UPI,49656.76,2024-09-17 16:56:39,Captured
446,446,UPI,38421.98,2025-01-19 20:31:33,Captured
447,447,NetBanking,38899.88,2025-07-15 10:12:17,Refunded
448,448,UPI,0.0,,Failed
449,449,COD,80408.74,2024-11-15 04:14:30,Captured
450,450,COD,28335.34,2025-06-02 19:52:04,Captured
451,451,COD,128001.44,2024-01-05 16:06:32,Captured
452,452,UPI,85526.4,2024-03-10 16:48:33,Captured
453,453,Card,104126.74,2025-02-26 01:20:29,Captured
454,454,COD,121700.48,2025-02-11 05:23:11,Captured
455,455,NetBanking,160934.6,2024-01-09 05:10:43,Refunded
456,456,UPI,41755.48,2024-11-24 11:23:49,Captured
457,457,UPI,108978.9,2024-04-24 10:10:07,Captured
458,458,NetBanking,4389.84,,Authorized
459,459,NetBanking,241581.4,2024-10-18 23:14:34,Captured
460,460,UPI,85190.1,2024-09-08 01:37:44,Captured
461,461,COD,23549.97,2024-11-26 12:33:07,Captured
462,462,NetBanking,0.0,,Failed
463,463,UPI,0.0,,Failed
464,464,NetBanking,192807.99,2025-07-22 15:32:33,Captured
465,465,Card,29019.74,2025-05-19 10:13:43,Captured
466,466,NetBanking,77597.98,2024-05-22 06:52:15,Captured
467,467,UPI,219673.64,2025-08-10 13:27:22,Captured
468,468,UPI,35081.05,2025-03-29 20:47:14,Captured
469,469,COD,0.0,,Failed
470,470,UPI,42864.68,2024-06-02 18:59:03,Captured
471,471,NetBanking,0.0,,Failed
472,472,Card,16222.64,2025-04-12 12:18:04,Captured
473,473,NetBanking,24333.96,2025-04-07 02:36:56,Captured
474,474,UPI,47310.92,2024-12-11 09:36:09,Refunded
475,475,NetBanking,65921.53,2024-08-06 22:22:26,Captured
476,476,Card,177300.9,2025-08-12 19:53:44,Captured
477,477,UPI,18793.86,2025-05-04 10:34:38,Captured
478,478,UPI,184562.62,2025-03-06 09:23:47,Captured
479,479,COD,61391.86,2024-07-21 11:24:31,Captured
480,480,COD,216526.52,2024-11-10 00:18:00,Captured
481,481,Card,10572.33,2024-09-23 20:44:23,Captured
482,482,Card,0.0,,Failed
483,483,Card,0.0,,Failed
484,484,NetBanking,11016.48,,Authorized
485,485,NetBanking,221382.16,2024-04-15 10:23:21,Captured
486,486,NetBanking,0.0,,Failed
487,487,NetBanking,96309.24,2025-02-04 17:33:00,Captured
488,488,NetBanking,0.0,,Failed
489,489,Card,58347.46,2024-07-04 06:26:44,Refunded
490,490,NetBanking,56138.5,2025-01-03 09:45:36,Captured
491,491,UPI,45236.48,2024-12-17 14:57:33,Captured
492,492,NetBanking,37892.16,2025-07-10 22:38:33,Refunded
493,493,Card,143261.26,,Authorized
494,494,NetBanking,116694.92,2025-08-24 03:51:24,Refunded
495,495,COD,106760.32,2024-07-20 23:00:05,Captured
496,496,NetBanking,65281.14,2025-02-06 18:16:24,Captured
497,497,NetBanking,0.0,,Failed
498,498,COD,0.0,,Failed
499,499,UPI,71539.86,2024-02-12 12:53:48,Captured
500,500,UPI,48908.64,2025-08-23 20:52:54,Captured
501,501,UPI,141831.28,2024-06-08 08:28:25,Captured
502,502,Card,125570.88,2024-04-27 19:01:49,Captured
503,503,Card,10103.16,2024-03-06 14:32:28,Refunded
504,504,COD,49909.28,2025-04-24 04:52:50,Captured
505,505,UPI,154971.76,2024-03-17 01:19:24,Captured
506,506,UPI,245294.86,2025-06-23 10:21:13,Captured
507,507,NetBanking,201013.0,2025-08-05 14:50:05,Captured
508,508,COD,119174.45,,Authorized
509,509,NetBanking,115286.0,2024-05-26 02:08:57,Refunded
510,510,COD,0.0,,Failed
511,511,COD,112549.46,2024-12-09 08:44:56,Captured
512,512,Card,0.0,,Failed
513,513,Card,94166.36,2025-01-18 20:14:28,Captured
514,514,NetBanking,93185.66,2024-08-30 16:04:09,Captured
515,515,NetBanking,0.0,,Failed
516,516,UPI,119613.06,,Authorized
