order_id,line_number,product_id,quantity,unit_price,discount_amt,tax_amt
57,1,652,1,31425.0,3142.5,5090.85
58,1,286,1,39916.0,0.0,7184.88
58,2,591,2,23495.0,0.0,8458.2
58,3,124,2,13439.0,0.0,4838.04
59,1,1460,2,4748.0,0.0,1709.28
59,2,53,2,37231.0,0.0,13403.16
60,1,306,1,37256.0,0.0,6706.08
60,2,1316,1,17785.0,889.25,3041.24
60,3,498,1,30901.0,1545.05,5284.07
61,1,749,1,46952.0,0.0,8451.36
61,2,734,1,2467.0,0.0,444.06
62,1,125,2,31035.0,0.0,11172.6
63,1,808,1,48734.0,0.0,8772.12
64,1,931,2,18532.0,1853.2,6337.94
64,2,561,2,45191.0,0.0,16268.76
64,3,671,1,42039.0,0.0,7567.02
65,1,697,4,15404.0,0.0,11090.88
65,2,1474,1,22277.0,1113.85,3809.37
66,1,1170,1,38264.0,0.0,6887.52
66,2,252,1,14803.0,0.0,2664.54
67,1,822,1,20315.0,0.0,3656.7
68,1,692,2,36355.0,0.0,13087.8
68,2,906,3,13518.0,0.0,7299.72
69,1,776,1,13335.0,0.0,2400.3
69,2,297,1,13113.0,0.0,2360.34
69,3,296,2,16570.0,0.0,5965.2
70,1,1235,1,13284.0,0.0,2391.12
70,2,1325,1,9181.0,0.0,1652.58
71,1,135,2,25302.0,0.0,9108.72
71,2,624,1,39479.0,0.0,7106.22
72,1,237,1,30928.0,0.0,5567.04
72,2,1191,2,1483.0,296.6,480.49
73,1,928,1,46649.0,0.0,8396.82
73,2,1000,1,38099.0,0.0,6857.82
74,1,1126,2,7285.0,0.0,2622.6
74,2,1062,1,14035.0,0.0,2526.3
75,1,42,1,9031.0,451.55,1544.3
75,2,810,1,44193.0,0.0,7954.74
75,3,657,1,24510.0,1225.5,4191.21
76,1,1099,1,47970.0,0.0,8634.6
76,2,980,1,47608.0,2380.4,8140.97
77,1,666,2,39055.0,0.0,14059.8
77,2,601,1,32561.0,0.0,5860.98
78,1,950,1,10641.0,0.0,1915.38
79,1,691,1,45310.0,0.0,8155.8
80,1,1010,1,19352.0,967.6,3309.19
80,2,318,1,18665.0,0.0,3359.7
80,3,997,1,21830.0,0.0,3929.4
81,1,266,1,28038.0,1401.9,4794.5
81,2,1377,1,37757.0,5663.55,5776.82
81,3,1012,1,47178.0,0.0,8492.04
81,4,1421,1,27941.0,0.0,5029.38
82,1,562,1,23559.0,0.0,4240.62
82,2,1235,1,13284.0,0.0,2391.12
83,1,577,1,35073.0,0.0,6313.14
83,2,1183,1,47746.0,0.0,8594.28
84,1,1442,2,25328.0,0.0,9118.08
85,1,946,1,32262.0,0.0,5807.16
86,1,654,1,38389.0,0.0,6910.02
87,1,1345,2,1354.0,0.0,487.44
87,2,180,1,34570.0,0.0,6222.6
87,3,1134,1,44331.0,0.0,7979.58
87,4,620,1,13458.0,1345.8,2180.2
87,5,735,2,36719.0,0.0,13218.84
88,1,72,1,30479.0,0.0,5486.22
88,2,725,3,36013.0,10803.9,17502.32
88,3,669,1,9863.0,493.15,1686.57
88,4,861,1,40108.0,0.0,7219.44
89,1,568,1,10978.0,0.0,1976.04
90,1,961,1,18562.0,0.0,3341.16
90,2,226,1,20641.0,0.0,3715.38
91,1,690,1,46985.0,0.0,8457.3
91,2,648,1,6403.0,0.0,1152.54
91,3,256,1,30638.0,0.0,5514.84
91,4,1088,1,29013.0,4351.95,4438.99
91,5,1189,1,49523.0,0.0,8914.14
92,1,639,1,11742.0,0.0,2113.56
92,2,1120,2,6938.0,0.0,2497.68
92,3,646,1,2919.0,145.95,499.15
93,1,58,1,42796.0,2139.8,7318.12
93,2,339,1,40715.0,0.0,7328.7
93,3,797,1,38206.0,0.0,6877.08
93,4,738,2,35202.0,0.0,12672.72
94,1,1431,1,11817.0,0.0,2127.06
94,2,448,3,25678.0,0.0,13866.12
94,3,848,1,14546.0,0.0,2618.28
95,1,817,1,25912.0,0.0,4664.16
95,2,1465,1,21158.0,1057.9,3618.02
95,3,1122,1,42268.0,2113.4,7227.83
96,1,409,2,15615.0,0.0,5621.4
97,1,667,1,2021.0,0.0,363.78
97,2,875,1,4877.0,0.0,877.86
97,3,1066,1,15248.0,0.0,2744.64
98,1,957,1,21081.0,0.0,3794.58
98,2,471,1,32113.0,0.0,5780.34
99,1,327,1,15201.0,760.05,2599.37
100,1,1007,1,7814.0,0.0,1406.52
100,2,1393,1,4203.0,210.15,718.71
101,1,16,1,37643.0,1882.15,6436.95
101,2,128,1,17476.0,873.8,2988.4
101,3,154,1,33427.0,0.0,6016.86
102,1,335,1,40046.0,0.0,7208.28
103,1,764,1,16083.0,0.0,2894.94
103,2,1123,1,26807.0,0.0,4825.26
104,1,317,2,24912.0,7473.6,7623.07
104,2,183,1,5582.0,0.0,1004.76
104,3,475,2,29609.0,0.0,10659.24
105,1,1328,1,42422.0,2121.1,7254.16
105,2,1417,1,32818.0,0.0,5907.24
106,1,1227,1,40993.0,0.0,7378.74
107,1,754,1,15075.0,0.0,2713.5
107,2,1185,2,2856.0,0.0,1028.16
107,3,837,1,32914.0,0.0,5924.52
107,4,608,1,44840.0,0.0,8071.2
107,5,1324,1,48784.0,4878.4,7903.01
108,1,315,1,6355.0,0.0,1143.9
108,2,409,2,15615.0,0.0,5621.4
109,1,661,1,1976.0,0.0,355.68
109,2,1073,2,49146.0,0.0,17692.56
110,1,1477,1,22441.0,0.0,4039.38
110,2,600,2,5893.0,0.0,2121.48
110,3,48,1,12789.0,0.0,2302.02
110,4,161,1,20543.0,1027.15,3512.85
111,1,759,1,30693.0,0.0,5524.74
111,2,1244,1,4987.0,0.0,897.66
111,3,1077,1,28874.0,0.0,5197.32
112,1,518,1,25536.0,0.0,4596.48
113,1,113,1,6851.0,685.1,1109.86
113,2,202,3,42782.0,0.0,23102.28
114,1,812,1,4480.0,0.0,806.4
114,2,850,3,4865.0,0.0,2627.1
114,3,1207,3,47560.0,0.0,25682.4
114,4,328,2,40450.0,0.0,14562.0
115,1,551,1,8564.0,0.0,1541.52
116,1,918,2,23683.0,0.0,8525.88
116,2,92,1,5401.0,0.0,972.18
117,1,96,1,41380.0,0.0,7448.4
118,1,134,2,37557.0,0.0,13520.52
118,2,451,2,27236.0,0.0,9804.96
118,3,863,1,13194.0,0.0,2374.92
119,1,1037,1,34767.0,0.0,6258.06
120,1,197,1,39670.0,0.0,7140.6
120,2,663,1,36909.0,5536.35,5647.08
120,3,269,1,12812.0,1281.2,2075.54
120,4,948,1,9516.0,0.0,1712.88
120,5,767,1,43614.0,0.0,7850.52
121,1,1325,3,9181.0,0.0,4957.74
121,2,831,1,48711.0,2435.55,8329.58
121,3,1360,1,42842.0,0.0,7711.56
122,1,1000,3,38099.0,0.0,20573.46
123,1,817,2,25912.0,0.0,9328.32
123,2,639,1,11742.0,587.1,2007.88
123,3,375,2,34309.0,3430.9,11733.68
123,4,1499,1,48942.0,0.0,8809.56
124,1,358,1,21273.0,1063.65,3637.68
124,2,1080,2,40537.0,8107.4,13133.99
125,1,860,2,36192.0,0.0,13029.12
125,2,898,1,24832.0,0.0,4469.76
125,3,991,1,32989.0,0.0,5938.02
126,1,1269,1,6720.0,0.0,1209.6
126,2,174,3,49199.0,7379.85,25239.09
126,3,870,1,47750.0,0.0,8595.0
126,4,258,1,8789.0,0.0,1582.02
127,1,241,1,28796.0,0.0,5183.28
127,2,596,1,35479.0,0.0,6386.22
128,1,1099,1,47970.0,0.0,8634.6
128,2,121,2,36068.0,3606.8,12335.26
128,3,609,1,22377.0,3356.55,3423.68
129,1,114,1,31898.0,1594.9,5454.56
129,2,920,2,39720.0,0.0,14299.2
130,1,999,1,2850.0,0.0,513.0
131,1,270,1,4578.0,0.0,824.04
132,1,1171,1,11265.0,0.0,2027.7
133,1,1484,2,37787.0,0.0,13603.32
134,1,23,1,41063.0,4106.3,6652.21
135,1,1489,1,25586.0,0.0,4605.48
135,2,88,1,17366.0,0.0,3125.88
135,3,1054,2,40960.0,0.0,14745.6
135,4,1172,2,21145.0,0.0,7612.2
135,5,674,1,39217.0,0.0,7059.06
136,1,1420,2,36666.0,0.0,13199.76
137,1,578,1,24559.0,0.0,4420.62
137,2,605,1,9955.0,0.0,1791.9
137,3,483,2,15743.0,0.0,5667.48
138,1,606,1,13762.0,0.0,2477.16
139,1,922,1,6359.0,317.95,1087.39
139,2,110,1,38990.0,0.0,7018.2
140,1,500,1,21645.0,0.0,3896.1
141,1,1411,1,28190.0,0.0,5074.2
142,1,1117,2,24459.0,0.0,8805.24
142,2,689,1,1291.0,0.0,232.38
142,3,1497,1,12004.0,0.0,2160.72
143,1,3,2,13073.0,0.0,4706.28
143,2,433,1,1287.0,0.0,231.66
144,1,538,2,32339.0,3233.9,11059.94
145,1,1241,2,49696.0,14908.8,15206.98
145,2,7,3,26525.0,0.0,14323.5
145,3,1500,1,34971.0,0.0,6294.78
145,4,1433,1,42722.0,0.0,7689.96
146,1,220,1,40773.0,0.0,7339.14
146,2,434,1,24914.0,0.0,4484.52
147,1,59,3,1810.0,0.0,977.4
148,1,1088,3,29013.0,0.0,15667.02
148,2,177,1,42931.0,0.0,7727.58
148,3,1070,1,30797.0,0.0,5543.46
149,1,767,1,43614.0,0.0,7850.52
150,1,1420,1,36666.0,0.0,6599.88
151,1,841,1,18120.0,0.0,3261.6
151,2,849,1,18850.0,942.5,3223.35
151,3,571,1,40829.0,0.0,7349.22
152,1,585,1,45874.0,0.0,8257.32
153,1,599,1,6981.0,0.0,1256.58
153,2,199,1,19707.0,0.0,3547.26
153,3,186,2,37945.0,0.0,13660.2
154,1,95,1,39085.0,0.0,7035.3
154,2,679,1,18834.0,0.0,3390.12
155,1,180,2,34570.0,3457.0,11822.94
156,1,965,1,10743.0,0.0,1933.74
157,1,954,2,16771.0,0.0,6037.56
157,2,1153,2,13846.0,0.0,4984.56
157,3,704,1,35182.0,0.0,6332.76
158,1,1263,1,45497.0,0.0,8189.46
158,2,477,1,634.0,0.0,114.12
158,3,86,1,39488.0,0.0,7107.84
158,4,889,1,31336.0,0.0,5640.48
158,5,947,1,9496.0,0.0,1709.28
159,1,288,1,8039.0,401.95,1374.67
160,1,542,1,35577.0,0.0,6403.86
161,1,1130,2,15856.0,0.0,5708.16
161,2,1128,1,38504.0,0.0,6930.72
162,1,1380,1,25942.0,0.0,4669.56
162,2,1001,2,12166.0,1216.6,4160.77
163,1,890,3,16159.0,0.0,8725.86
163,2,946,1,32262.0,0.0,5807.16
164,1,1425,1,12874.0,0.0,2317.32
165,1,1047,1,7590.0,0.0,1366.2
165,2,311,1,44487.0,2224.35,7607.28
165,3,80,2,1823.0,0.0,656.28
166,1,1033,1,43877.0,0.0,7897.86
167,1,496,1,6082.0,0.0,1094.76
167,2,426,1,48125.0,2406.25,8229.38
168,1,173,1,23543.0,0.0,4237.74
168,2,1181,1,955.0,0.0,171.9
168,3,5,2,44211.0,0.0,15915.96
168,4,675,1,33557.0,0.0,6040.26
169,1,1292,1,5626.0,0.0,1012.68
170,1,398,3,20987.0,0.0,11332.98
170,2,141,1,19367.0,0.0,3486.06
170,3,586,1,10209.0,0.0,1837.62
171,1,155,1,23270.0,0.0,4188.6
171,2,354,1,45551.0,0.0,8199.18
172,1,886,1,9523.0,952.3,1542.73
173,1,297,2,13113.0,0.0,4720.68
174,1,570,1,26853.0,0.0,4833.54
174,2,919,2,20303.0,4060.6,6578.17
174,3,157,1,25654.0,0.0,4617.72
174,4,462,1,16891.0,0.0,3040.38
174,5,279,1,10666.0,0.0,1919.88
175,1,1474,1,22277.0,0.0,4009.86
175,2,1070,1,30797.0,0.0,5543.46
175,3,636,1,36967.0,0.0,6654.06
175,4,918,1,23683.0,0.0,4262.94
176,1,129,2,31964.0,0.0,11507.04
176,2,1429,1,21773.0,0.0,3919.14
177,1,429,2,36160.0,0.0,13017.6
177,2,236,1,38406.0,0.0,6913.08
178,1,627,1,40833.0,0.0,7349.94
178,2,236,1,38406.0,0.0,6913.08
178,3,533,2,46190.0,4619.0,15796.98
178,4,688,1,1549.0,154.9,250.94
179,1,24,1,35964.0,1798.2,6149.84
179,2,139,1,19078.0,0.0,3434.04
179,3,130,3,48270.0,7240.5,24762.51
179,4,1197,1,24933.0,0.0,4487.94
180,1,24,2,35964.0,7192.8,11652.34
180,2,1362,1,2326.0,0.0,418.68
181,1,344,4,16261.0,0.0,11707.92
181,2,1108,1,7539.0,0.0,1357.02
181,3,50,1,22677.0,0.0,4081.86
182,1,1420,3,36666.0,0.0,19799.64
182,2,779,1,2487.0,0.0,447.66
182,3,985,1,16227.0,1622.7,2628.77
182,4,1021,1,44211.0,0.0,7957.98
183,1,295,2,4672.0,0.0,1681.92
183,2,6,1,48184.0,2409.2,8239.46
183,3,991,3,32989.0,0.0,17814.06
184,1,669,1,9863.0,0.0,1775.34
184,2,311,3,44487.0,13346.1,21620.68
185,1,1026,2,37569.0,3756.9,12848.6
185,2,1483,1,5625.0,0.0,1012.5
185,3,954,1,16771.0,0.0,3018.78
186,1,1155,1,47861.0,0.0,8614.98
187,1,111,1,27390.0,0.0,4930.2
187,2,510,1,39190.0,0.0,7054.2
187,3,293,1,1426.0,0.0,256.68
188,1,1460,1,4748.0,0.0,854.64
189,1,1322,2,17614.0,0.0,6341.04
189,2,1190,1,19551.0,0.0,3519.18
189,3,1474,1,22277.0,2227.7,3608.87
189,4,1012,2,47178.0,9435.6,15285.67
190,1,511,1,8177.0,0.0,1471.86
191,1,844,1,13232.0,0.0,2381.76
191,2,379,1,41326.0,0.0,7438.68
191,3,1103,1,47666.0,0.0,8579.88
192,1,76,2,38415.0,3841.5,13137.93
192,2,29,1,42323.0,0.0,7618.14
193,1,524,2,33405.0,0.0,12025.8
194,1,492,1,45439.0,0.0,8179.02
194,2,1324,1,48784.0,0.0,8781.12
195,1,414,1,48923.0,0.0,8806.14
196,1,1474,2,22277.0,0.0,8019.72
196,2,990,1,29974.0,0.0,5395.32
197,1,428,1,35003.0,0.0,6300.54
197,2,1294,2,46615.0,0.0,16781.4
198,1,1205,1,9972.0,0.0,1794.96
198,2,1412,1,33211.0,0.0,5977.98
199,1,42,1,9031.0,0.0,1625.58
200,1,206,2,26210.0,0.0,9435.6
201,1,505,1,9896.0,0.0,1781.28
201,2,915,1,9016.0,0.0,1622.88
201,3,169,1,45025.0,0.0,8104.5
202,1,438,2,2249.0,0.0,809.64
202,2,847,1,40505.0,0.0,7290.9
202,3,1258,1,13125.0,0.0,2362.5
203,1,171,1,23357.0,0.0,4204.26
203,2,185,1,47929.0,0.0,8627.22
204,1,129,1,31964.0,0.0,5753.52
204,2,59,1,1810.0,90.5,309.51
205,1,355,1,8787.0,0.0,1581.66
205,2,1261,1,33968.0,1698.4,5808.53
205,3,104,1,654.0,0.0,117.72
206,1,1089,1,4626.0,0.0,832.68
206,2,1137,1,2630.0,0.0,473.4
207,1,528,1,18768.0,0.0,3378.24
207,2,25,1,45383.0,2269.15,7760.49
207,3,416,1,19686.0,0.0,3543.48
207,4,499,4,12067.0,0.0,8688.24
207,5,1142,1,25320.0,0.0,4557.6
208,1,1418,2,11425.0,0.0,4113.0
209,1,396,1,44822.0,0.0,8067.96
209,2,109,1,13556.0,0.0,2440.08
210,1,77,2,12611.0,1261.1,4312.96
210,2,587,1,2473.0,0.0,445.14
211,1,7,1,26525.0,0.0,4774.5
211,2,135,1,25302.0,1265.1,4326.64
212,1,163,1,27805.0,0.0,5004.9
213,1,336,1,20115.0,0.0,3620.7
213,2,1372,1,49569.0,0.0,8922.42
213,3,604,1,31968.0,0.0,5754.24
213,4,148,1,40467.0,0.0,7284.06
214,1,200,1,39077.0,0.0,7033.86
214,2,1002,3,8026.0,0.0,4334.04
215,1,84,1,6782.0,0.0,1220.76
215,2,1025,1,22837.0,0.0,4110.66
216,1,552,1,8982.0,0.0,1616.76
216,2,1340,2,36067.0,0.0,12984.12
216,3,778,1,27234.0,0.0,4902.12
217,1,544,1,33566.0,0.0,6041.88
218,1,1321,1,4910.0,0.0,883.8
218,2,1264,1,4034.0,0.0,726.12
218,3,247,1,12122.0,0.0,2181.96
218,4,1257,1,23146.0,0.0,4166.28
219,1,249,1,45111.0,0.0,8119.98
220,1,907,1,8226.0,0.0,1480.68
221,1,14,1,22177.0,0.0,3991.86
222,1,323,1,29158.0,1457.9,4986.02
222,2,1089,2,4626.0,0.0,1665.36
223,1,1099,1,47970.0,0.0,8634.6
224,1,222,1,16987.0,0.0,3057.66
224,2,506,1,29004.0,0.0,5220.72
225,1,527,2,40468.0,4046.8,13840.06
225,2,1054,1,40960.0,2048.0,7004.16
225,3,373,4,25930.0,0.0,18669.6
226,1,50,1,22677.0,3401.55,3469.58
226,2,1047,1,7590.0,0.0,1366.2
227,1,219,1,22429.0,0.0,4037.22
227,2,100,1,49341.0,0.0,8881.38
228,1,1164,1,13169.0,658.45,2251.9
229,1,28,1,3551.0,0.0,639.18
229,2,294,2,36666.0,0.0,13199.76
229,3,1306,1,31113.0,0.0,5600.34
230,1,204,1,39188.0,0.0,7053.84
230,2,1274,1,8473.0,0.0,1525.14
231,1,1031,2,14179.0,0.0,5104.44
231,2,367,1,14704.0,0.0,2646.72
231,3,821,1,6286.0,0.0,1131.48
232,1,325,1,43574.0,0.0,7843.32
233,1,327,1,15201.0,0.0,2736.18
233,2,1149,2,27727.0,0.0,9981.72
233,3,122,1,26236.0,0.0,4722.48
233,4,363,4,22293.0,4458.6,15248.41
234,1,115,1,9977.0,0.0,1795.86
235,1,22,2,4134.0,1240.2,1265.0
235,2,144,3,41276.0,0.0,22289.04
235,3,430,1,20001.0,0.0,3600.18
235,4,970,1,19137.0,0.0,3444.66
235,5,596,3,35479.0,0.0,19158.66
236,1,1322,1,17614.0,0.0,3170.52
236,2,426,1,48125.0,0.0,8662.5
237,1,627,1,40833.0,2041.65,6982.44
237,2,18,1,5468.0,0.0,984.24
237,3,761,2,34214.0,0.0,12317.04
237,4,601,1,32561.0,0.0,5860.98
238,1,473,1,3490.0,0.0,628.2
238,2,358,1,21273.0,0.0,3829.14
238,3,444,2,34415.0,0.0,12389.4
238,4,845,1,43659.0,0.0,7858.62
239,1,875,1,4877.0,0.0,877.86
239,2,661,2,1976.0,0.0,711.36
240,1,119,1,1192.0,0.0,214.56
240,2,699,2,28922.0,0.0,10411.92
241,1,551,1,8564.0,0.0,1541.52
242,1,588,1,14353.0,0.0,2583.54
242,2,461,1,47378.0,0.0,8528.04
242,3,1018,1,46174.0,0.0,8311.32
242,4,164,1,24478.0,2447.8,3965.44
243,1,843,1,8416.0,0.0,1514.88
244,1,441,1,18763.0,938.15,3208.47
245,1,790,1,31230.0,1561.5,5340.33
245,2,709,1,28962.0,0.0,5213.16
245,3,984,4,2167.0,0.0,1560.24
245,4,389,3,5256.0,0.0,2838.24
246,1,1143,1,8407.0,0.0,1513.26
246,2,329,2,35631.0,0.0,12827.16
247,1,70,2,4761.0,0.0,1713.96
247,2,826,1,21944.0,0.0,3949.92
247,3,468,1,5423.0,0.0,976.14
247,4,171,2,23357.0,0.0,8408.52
248,1,446,2,1463.0,146.3,500.35
248,2,99,2,45315.0,0.0,16313.4
249,1,978,4,15731.0,6292.4,10193.69
250,1,1069,1,4643.0,232.15,793.95
251,1,1328,1,42422.0,2121.1,7254.16
251,2,189,1,22995.0,1149.75,3932.14
251,3,1376,1,2918.0,0.0,525.24
251,4,636,1,36967.0,0.0,6654.06
252,1,597,1,13243.0,0.0,2383.74
252,2,1417,2,32818.0,0.0,11814.48
252,3,861,1,40108.0,0.0,7219.44
252,4,310,2,39301.0,0.0,14148.36
252,5,1081,1,36869.0,0.0,6636.42
253,1,1032,1,38528.0,0.0,6935.04
253,2,1448,1,28539.0,0.0,5137.02
254,1,75,2,38121.0,0.0,13723.56
254,2,705,1,36955.0,0.0,6651.9
255,1,72,1,30479.0,0.0,5486.22
256,1,720,1,3296.0,0.0,593.28
256,2,772,1,47136.0,0.0,8484.48
257,1,325,1,43574.0,2178.7,7451.15
258,1,856,2,44444.0,0.0,15999.84
258,2,835,1,33442.0,0.0,6019.56
259,1,777,1,4617.0,0.0,831.06
259,2,1166,1,28987.0,0.0,5217.66
259,3,583,1,15510.0,0.0,2791.8
259,4,682,1,4939.0,0.0,889.02
259,5,1026,1,37569.0,0.0,6762.42
260,1,747,2,39427.0,0.0,14193.72
260,2,26,1,701.0,0.0,126.18
261,1,1060,1,48823.0,0.0,8788.14
262,1,1040,2,18789.0,0.0,6764.04
262,2,730,1,13249.0,0.0,2384.82
262,3,849,1,18850.0,0.0,3393.0
262,4,894,2,32627.0,0.0,11745.72
263,1,1233,1,15122.0,0.0,2721.96
264,1,862,1,46972.0,0.0,8454.96
264,2,1174,1,17073.0,1707.3,2765.83
265,1,385,1,25937.0,0.0,4668.66
266,1,1027,1,22784.0,0.0,4101.12
266,2,570,2,26853.0,0.0,9667.08
267,1,155,1,23270.0,0.0,4188.6
267,2,462,1,16891.0,844.55,2888.36
267,3,576,2,34939.0,0.0,12578.04
268,1,1218,4,16486.0,0.0,11869.92
268,2,1473,1,18459.0,0.0,3322.62
269,1,109,1,13556.0,0.0,2440.08
269,2,978,1,15731.0,0.0,2831.58
270,1,1268,1,13739.0,686.95,2349.37
270,2,1391,1,16698.0,834.9,2855.36
271,1,728,1,6496.0,0.0,1169.28
271,2,710,1,16522.0,0.0,2973.96
272,1,683,3,34040.0,0.0,18381.6
272,2,846,1,22550.0,0.0,4059.0
272,3,482,1,4150.0,0.0,747.0
272,4,779,1,2487.0,0.0,447.66
273,1,1434,1,25414.0,0.0,4574.52
273,2,610,1,37437.0,1871.85,6401.73
273,3,128,2,17476.0,1747.6,5976.79
274,1,828,1,15927.0,0.0,2866.86
275,1,1037,1,34767.0,0.0,6258.06
275,2,171,1,23357.0,1167.85,3994.05
276,1,395,1,29110.0,1455.5,4977.81
277,1,439,1,27970.0,1398.5,4782.87
277,2,1337,1,35386.0,1769.3,6051.01
277,3,1021,1,44211.0,0.0,7957.98
277,4,1357,1,29950.0,0.0,5391.0
278,1,1032,1,38528.0,0.0,6935.04
278,2,451,1,27236.0,1361.8,4657.36
279,1,1243,1,16917.0,0.0,3045.06
